query_id,user_id,query_type,candidate_count,seed_count,seed_event_ids,positive_seed_count,personalization_sum,ppr_event_score_sum,ppr_all_node_score_sum,nonzero_ppr_event_count,projected_node_count,projected_edge_count,connected_component_count,seeded_component_count,unseeded_component_count
tokyo_365381_temporal_spatial,365381,temporal_spatial,24,5,"[""2018_3903088__event_002"",""2018_3903077__event_001"",""2018_3903075__event_003"",""2018_3903074__event_002"",""2018_3903071__event_002""]",5,1,0.742943367806468,1,24,65,76,3,1,2
tokyo_41088_relational_after,41088,relational_after,77,5,"[""2018_830967__event_001"",""2018_830967__event_002"",""2018_830983__event_002"",""2018_830991__event_002"",""2018_831021__event_002""]",5,1,0.735628890258811,1,77,137,214,1,1,0
tokyo_41088_semantic,41088,semantic,77,5,"[""2018_830967__event_001"",""2018_831031__event_001"",""2018_830992__event_001"",""2018_831024__event_002"",""2018_830973__event_001""]",5,1,0.739767849194607,1,77,137,214,1,1,0
tokyo_41088_temporal_spatial,41088,temporal_spatial,77,5,"[""2018_831031__event_001"",""2018_831021__event_002"",""2018_830983__event_002"",""2018_830991__event_002"",""2018_830973__event_001""]",5,1,0.741490083816305,1,77,137,214,1,1,0
tokyo_42282_relational_after,42282,relational_after,24,5,"[""2018_852454__event_002"",""2018_852454__event_001"",""2018_852419__event_001"",""2018_852419__event_002"",""2018_852420__event_001""]",5,1,0.734127557254907,1,24,67,78,4,1,3
tokyo_42282_semantic,42282,semantic,24,5,"[""2018_852463__event_001"",""2018_852433__event_001"",""2018_852463__event_002"",""2018_852473__event_001"",""2018_852420__event_001""]",5,1,0.719656037936415,1,24,67,78,4,2,2
tokyo_42282_temporal_spatial,42282,temporal_spatial,24,5,"[""2018_852463__event_001"",""2018_852463__event_002"",""2018_852454__event_004"",""2018_852427__event_002"",""2018_852454__event_003""]",5,1,0.728197460701046,1,24,67,78,4,2,2
tokyo_44616_relational_after,44616,relational_after,39,5,"[""2018_895859__event_002"",""2018_895859__event_001"",""2018_895859__event_003"",""2018_895858__event_003"",""2018_895858__event_002""]",5,1,0.744834385097086,1,39,102,137,1,1,0
tokyo_44616_semantic,44616,semantic,39,5,"[""2018_895850__event_003"",""2018_895859__event_005"",""2018_895860__event_002"",""2018_895850__event_004"",""2018_895860__event_001""]",5,1,0.743159924170847,1,39,102,137,1,1,0
tokyo_44616_temporal_spatial,44616,temporal_spatial,39,5,"[""2018_895852__event_004"",""2018_895862__event_003"",""2018_895855__event_004"",""2018_895860__event_003"",""2018_895852__event_005""]",5,1,0.742708665500695,1,39,102,137,1,1,0
tokyo_45189_relational_after,45189,relational_after,25,5,"[""2018_907314__event_003"",""2018_907314__event_002"",""2018_907314__event_001"",""2018_907304__event_002"",""2018_907321__event_001""]",5,1,0.734095908674695,1,25,69,85,2,1,1
tokyo_45189_semantic,45189,semantic,25,5,"[""2018_907312__event_002"",""2018_907301__event_002"",""2018_907312__event_001"",""2018_907313__event_001"",""2018_907312__event_003""]",5,1,0.726779788702939,1,25,69,85,2,1,1
tokyo_45189_temporal_spatial,45189,temporal_spatial,25,5,"[""2018_907321__event_001"",""2018_907304__event_002"",""2018_907314__event_003"",""2018_907313__event_002"",""2018_907313__event_001""]",5,1,0.735029800821207,1,25,69,85,2,1,1
tokyo_45205_relational_after,45205,relational_after,140,5,"[""2018_907560__event_003"",""2018_907479__event_002"",""2018_907559__event_001"",""2018_907468__event_002"",""2018_907549__event_001""]",5,1,0.757968362518905,1,140,252,403,1,1,0
tokyo_45205_semantic,45205,semantic,140,5,"[""2018_907576__event_001"",""2018_907520__event_001"",""2018_907508__event_002"",""2018_907560__event_001"",""2018_907508__event_001""]",5,1,0.720423630807106,1,140,252,403,1,1,0
tokyo_45205_temporal_spatial,45205,temporal_spatial,140,5,"[""2018_907479__event_003"",""2018_907522__event_002"",""2018_907559__event_006"",""2018_907478__event_002"",""2018_907488__event_001""]",5,1,0.751436449214672,1,140,252,403,1,1,0
tokyo_50046_relational_after,50046,relational_after,55,5,"[""2018_1003995__event_001"",""2018_1004059__event_001"",""2018_1003981__event_002"",""2018_1004059__event_002"",""2018_1003981__event_001""]",5,1,0.736531322636204,1,55,143,180,2,1,1
tokyo_50046_semantic,50046,semantic,55,5,"[""2018_1003971__event_002"",""2018_1004026__event_002"",""2018_1004013__event_001"",""2018_1004013__event_002"",""2018_1003982__event_002""]",5,1,0.716799962150202,1,55,143,180,2,1,1
tokyo_50046_temporal_spatial,50046,temporal_spatial,55,5,"[""2018_1004028__event_001"",""2018_1003982__event_002"",""2018_1004024__event_001"",""2018_1004059__event_001"",""2018_1004003__event_002""]",5,1,0.723248702134521,1,55,143,180,2,1,1
tokyo_51031_relational_after,51031,relational_after,49,5,"[""2018_1023518__event_001"",""2018_1023518__event_002"",""2018_1023518__event_003"",""2018_1023537__event_002"",""2018_1023533__event_002""]",5,1,0.749095779461608,1,49,120,155,2,2,0
tokyo_51031_semantic,51031,semantic,49,5,"[""2018_1023533__event_001"",""2018_1023533__event_002"",""2018_1023541__event_001"",""2018_1023524__event_001"",""2018_1023527__event_002""]",5,1,0.744429003573657,1,49,120,155,2,1,1
tokyo_51031_temporal_spatial,51031,temporal_spatial,49,5,"[""2018_1023533__event_003"",""2018_1023522__event_001"",""2018_1023540__event_001"",""2018_1023521__event_001"",""2018_1023519__event_001""]",5,1,0.732241832015335,1,49,120,155,2,1,1
tokyo_51516_relational_after,51516,relational_after,33,5,"[""2018_1033040__event_001"",""2018_1033040__event_002"",""2018_1033058__event_001"",""2018_1033029__event_001"",""2018_1033029__event_002""]",5,1,0.733236998266704,1,33,80,107,1,1,0
tokyo_51516_semantic,51516,semantic,33,5,"[""2018_1033014__event_002"",""2018_1033007__event_001"",""2018_1033029__event_003"",""2018_1033014__event_003"",""2018_1033115__event_002""]",5,1,0.733447725236646,1,33,80,107,1,1,0
tokyo_51516_temporal_spatial,51516,temporal_spatial,33,5,"[""2018_1033064__event_001"",""2018_1033126__event_001"",""2018_1033114__event_001"",""2018_1033096__event_001"",""2018_1033044__event_001""]",5,1,0.725090825306874,1,33,80,107,1,1,0
tokyo_52894_relational_after,52894,relational_after,43,5,"[""2018_1058960__event_001"",""2018_1058960__event_002"",""2018_1058980__event_001"",""2018_1058960__event_003"",""2018_1058980__event_002""]",5,1,0.743258774521612,1,43,123,145,8,1,7
tokyo_52894_semantic,52894,semantic,43,5,"[""2018_1058963__event_001"",""2018_1058986__event_002"",""2018_1058965__event_001"",""2018_1058982__event_001"",""2018_1058972__event_001""]",5,1,0.725026559668927,1,43,123,145,8,2,6
tokyo_52894_temporal_spatial,52894,temporal_spatial,43,5,"[""2018_1058964__event_002"",""2018_1058986__event_002"",""2018_1058965__event_001"",""2018_1058972__event_001"",""2018_1058967__event_002""]",5,1,0.731227974003603,1,43,123,145,8,2,6
tokyo_53205_relational_after,53205,relational_after,40,5,"[""2018_1065533__event_001"",""2018_1065516__event_001"",""2018_1065540__event_003"",""2018_1065504__event_001"",""2018_1065531__event_001""]",5,1,0.736936155983922,1,40,97,129,1,1,0
tokyo_53205_semantic,53205,semantic,40,5,"[""2018_1065540__event_002"",""2018_1065532__event_001"",""2018_1065501__event_001"",""2018_1065532__event_002"",""2018_1065516__event_002""]",5,1,0.739319451661684,1,40,97,129,1,1,0
tokyo_53205_temporal_spatial,53205,temporal_spatial,40,5,"[""2018_1065533__event_001"",""2018_1065531__event_001"",""2018_1065540__event_003"",""2018_1065516__event_001"",""2018_1065530__event_002""]",5,1,0.745027480640676,1,40,97,129,1,1,0
tokyo_53405_relational_after,53405,relational_after,26,5,"[""2018_1069059__event_003"",""2018_1069059__event_002"",""2018_1069067__event_002"",""2018_1069059__event_001"",""2018_1069067__event_001""]",5,1,0.735179403841418,1,26,79,93,5,2,3
tokyo_53405_semantic,53405,semantic,26,5,"[""2018_1068990__event_002"",""2018_1068990__event_001"",""2018_1068997__event_001"",""2018_1069024__event_002"",""2018_1068997__event_002""]",5,1,0.72632068352924,1,26,79,93,5,1,4
tokyo_53405_temporal_spatial,53405,temporal_spatial,26,5,"[""2018_1068997__event_001"",""2018_1068997__event_002"",""2018_1069024__event_001"",""2018_1069001__event_002"",""2018_1068990__event_003""]",5,1,0.714197705767462,1,26,79,93,5,1,4
tokyo_55985_relational_after,55985,relational_after,30,5,"[""2018_1115816__event_002"",""2018_1115816__event_001"",""2018_1115830__event_001"",""2018_1115810__event_002"",""2018_1115811__event_002""]",5,1,0.729723424509357,1,30,73,95,1,1,0
tokyo_55985_semantic,55985,semantic,30,5,"[""2018_1115814__event_001"",""2018_1115810__event_002"",""2018_1115810__event_001"",""2018_1115820__event_002"",""2018_1115830__event_002""]",5,1,0.720083868435727,1,30,73,95,1,1,0
tokyo_55985_temporal_spatial,55985,temporal_spatial,30,5,"[""2018_1115818__event_001"",""2018_1115820__event_002"",""2018_1115820__event_001"",""2018_1115830__event_002"",""2018_1115830__event_001""]",5,1,0.717318602083678,1,30,73,95,1,1,0
tokyo_59554_relational_after,59554,relational_after,23,5,"[""2018_1176858__event_001"",""2018_1176879__event_001"",""2018_1176835__event_001"",""2018_1176901__event_001"",""2018_1176782__event_001""]",5,1,0.71906485529595,1,23,51,70,1,1,0
tokyo_59554_semantic,59554,semantic,23,5,"[""2018_1176853__event_001"",""2018_1176890__event_002"",""2018_1176852__event_001"",""2018_1176901__event_001"",""2018_1176858__event_001""]",5,1,0.72125645468624,1,23,51,70,1,1,0
tokyo_59554_temporal_spatial,59554,temporal_spatial,23,5,"[""2018_1176879__event_002"",""2018_1176829__event_002"",""2018_1176858__event_002"",""2018_1176901__event_002"",""2018_1176835__event_002""]",5,1,0.737317224791594,1,23,51,70,1,1,0
tokyo_60393_relational_after,60393,relational_after,170,5,"[""2018_1190515__event_002"",""2018_1190515__event_001"",""2018_1190501__event_002"",""2018_1190539__event_001"",""2018_1190499__event_005""]",5,1,0.74156988016861,1,170,331,532,1,1,0
tokyo_60393_semantic,60393,semantic,170,5,"[""2018_1190539__event_009"",""2018_1190532__event_003"",""2018_1190549__event_004"",""2018_1190480__event_001"",""2018_1190532__event_004""]",5,1,0.752854233369426,1,170,331,532,1,1,0
tokyo_60393_temporal_spatial,60393,temporal_spatial,170,5,"[""2018_1190583__event_004"",""2018_1190539__event_010"",""2018_1190539__event_009"",""2018_1190532__event_004"",""2018_1190543__event_003""]",5,1,0.753319129111821,1,170,331,532,1,1,0
tokyo_70564_relational_after,70564,relational_after,106,5,"[""2018_1332637__event_002"",""2018_1332637__event_001"",""2018_1332617__event_001"",""2018_1332668__event_002"",""2018_1332650__event_002""]",5,1,0.731570212951838,1,106,225,323,2,1,1
tokyo_70564_semantic,70564,semantic,106,5,"[""2018_1332642__event_003"",""2018_1332623__event_001"",""2018_1332641__event_002"",""2018_1332623__event_002"",""2018_1332692__event_004""]",5,1,0.721076977162072,1,106,225,323,2,2,0
tokyo_70564_temporal_spatial,70564,temporal_spatial,106,5,"[""2018_1332644__event_002"",""2018_1332658__event_003"",""2018_1332682__event_001"",""2018_1332668__event_003"",""2018_1332696__event_001""]",5,1,0.736556913739915,1,106,225,323,2,1,1
tokyo_70703_relational_after,70703,relational_after,47,5,"[""2018_1335107__event_001"",""2018_1335107__event_002"",""2018_1335098__event_002"",""2018_1335098__event_001"",""2018_1335093__event_005""]",5,1,0.716977345884259,1,47,126,159,4,2,2
tokyo_70703_semantic,70703,semantic,47,5,"[""2018_1335096__event_001"",""2018_1335116__event_002"",""2018_1335097__event_003"",""2018_1335093__event_001"",""2018_1335093__event_005""]",5,1,0.721234984030672,1,47,126,159,4,2,2
tokyo_70703_temporal_spatial,70703,temporal_spatial,47,5,"[""2018_1335104__event_002"",""2018_1335096__event_001"",""2018_1335093__event_004"",""2018_1335105__event_004"",""2018_1335107__event_001""]",5,1,0.725601020680192,1,47,126,159,4,3,1
tokyo_72210_relational_after,72210,relational_after,35,5,"[""2018_1357866__event_001"",""2018_1357875__event_002"",""2018_1357875__event_003"",""2018_1357875__event_001"",""2018_1357866__event_002""]",5,1,0.736528368177169,1,35,90,117,2,1,1
tokyo_72210_semantic,72210,semantic,35,5,"[""2018_1357863__event_002"",""2018_1357856__event_003"",""2018_1357857__event_004"",""2018_1357865__event_002"",""2018_1357878__event_002""]",5,1,0.730921867117161,1,35,90,117,2,1,1
tokyo_72210_temporal_spatial,72210,temporal_spatial,35,5,"[""2018_1357880__event_001"",""2018_1357892__event_001"",""2018_1357878__event_001"",""2018_1357857__event_001"",""2018_1357875__event_001""]",5,1,0.723136077306753,1,35,90,117,2,1,1
tokyo_72444_relational_after,72444,relational_after,29,5,"[""2018_1361355__event_004"",""2018_1361355__event_005"",""2018_1361416__event_002"",""2018_1361413__event_001"",""2018_1361372__event_002""]",5,1,0.743379717104996,1,29,68,93,1,1,0
tokyo_72444_semantic,72444,semantic,29,5,"[""2018_1361355__event_004"",""2018_1361355__event_005"",""2018_1361355__event_003"",""2018_1361354__event_002"",""2018_1361404__event_001""]",5,1,0.744913373887951,1,29,68,93,1,1,0
tokyo_72444_temporal_spatial,72444,temporal_spatial,29,5,"[""2018_1361348__event_002"",""2018_1361354__event_001"",""2018_1361378__event_002"",""2018_1361390__event_002"",""2018_1361378__event_001""]",5,1,0.735815756482702,1,29,68,93,1,1,0
tokyo_74188_relational_after,74188,relational_after,39,5,"[""2018_1388327__event_003"",""2018_1388327__event_002"",""2018_1388327__event_001"",""2018_1388323__event_004"",""2018_1388323__event_007""]",5,1,0.74779380164187,1,39,107,136,4,1,3
tokyo_74188_semantic,74188,semantic,39,5,"[""2018_1388318__event_002"",""2018_1388318__event_001"",""2018_1388319__event_001"",""2018_1388319__event_002"",""2018_1388313__event_002""]",5,1,0.733313944201599,1,39,107,136,4,2,2
tokyo_74188_temporal_spatial,74188,temporal_spatial,39,5,"[""2018_1388319__event_003"",""2018_1388318__event_001"",""2018_1388327__event_005"",""2018_1388319__event_002"",""2018_1388313__event_002""]",5,1,0.730700574575425,1,39,107,136,4,2,2
tokyo_74982_relational_after,74982,relational_after,24,5,"[""2018_1402558__event_001"",""2018_1402555__event_003"",""2018_1402558__event_002"",""2018_1402555__event_002"",""2018_1402586__event_002""]",5,1,0.726765621331361,1,24,74,85,4,2,2
tokyo_74982_semantic,74982,semantic,24,5,"[""2018_1402558__event_002"",""2018_1402555__event_002"",""2018_1402558__event_001"",""2018_1402573__event_002"",""2018_1402572__event_004""]",5,1,0.725168548923798,1,24,74,85,4,2,2
tokyo_74982_temporal_spatial,74982,temporal_spatial,24,5,"[""2018_1402556__event_002"",""2018_1402556__event_001"",""2018_1402590__event_003"",""2018_1402555__event_001"",""2018_1402609__event_002""]",5,1,0.715603484963049,1,24,74,85,4,1,3
tokyo_78286_relational_after,78286,relational_after,76,5,"[""2018_1453204__event_001"",""2018_1453204__event_002"",""2018_1453220__event_002"",""2018_1453199__event_001"",""2018_1453207__event_001""]",5,1,0.736909989596359,1,76,147,218,1,1,0
tokyo_78286_semantic,78286,semantic,76,5,"[""2018_1453199__event_002"",""2018_1453197__event_002"",""2018_1453188__event_002"",""2018_1453192__event_003"",""2018_1453197__event_001""]",5,1,0.738801672465889,1,76,147,218,1,1,0
tokyo_78286_temporal_spatial,78286,temporal_spatial,76,5,"[""2018_1453219__event_001"",""2018_1453198__event_001"",""2018_1453184__event_002"",""2018_1453213__event_002"",""2018_1453209__event_001""]",5,1,0.737219315817987,1,76,147,218,1,1,0
tokyo_79139_relational_after,79139,relational_after,32,5,"[""2018_1466945__event_002"",""2018_1466945__event_001"",""2018_1466952__event_001"",""2018_1466942__event_002"",""2018_1466944__event_002""]",5,1,0.74213629342911,1,32,72,99,1,1,0
tokyo_79139_semantic,79139,semantic,32,5,"[""2018_1466953__event_003"",""2018_1466944__event_001"",""2018_1466952__event_001"",""2018_1466945__event_001"",""2018_1466944__event_002""]",5,1,0.729125220554322,1,32,72,99,1,1,0
tokyo_79139_temporal_spatial,79139,temporal_spatial,32,5,"[""2018_1466948__event_002"",""2018_1466944__event_001"",""2018_1466945__event_001"",""2018_1466942__event_001"",""2018_1466953__event_003""]",5,1,0.732791505620583,1,32,72,99,1,1,0
tokyo_79719_relational_after,79719,relational_after,57,5,"[""2018_1475337__event_002"",""2018_1475337__event_001"",""2018_1475331__event_002"",""2018_1475389__event_001"",""2018_1475355__event_001""]",5,1,0.727964274414075,1,57,133,181,2,1,1
tokyo_79719_semantic,79719,semantic,57,5,"[""2018_1475331__event_001"",""2018_1475402__event_001"",""2018_1475398__event_001"",""2018_1475391__event_003"",""2018_1475351__event_001""]",5,1,0.722019855145099,1,57,133,181,2,1,1
tokyo_79719_temporal_spatial,79719,temporal_spatial,57,5,"[""2018_1475351__event_002"",""2018_1475387__event_002"",""2018_1475386__event_001"",""2018_1475345__event_001"",""2018_1475396__event_002""]",5,1,0.741657338140469,1,57,133,181,2,1,1
tokyo_80051_relational_after,80051,relational_after,34,5,"[""2018_1480024__event_002"",""2018_1480024__event_001"",""2018_1480045__event_001"",""2018_1480027__event_002"",""2018_1480043__event_001""]",5,1,0.723734689154025,1,34,98,116,2,1,1
tokyo_80051_semantic,80051,semantic,34,5,"[""2018_1480044__event_001"",""2018_1480012__event_002"",""2018_1480012__event_001"",""2018_1480045__event_001"",""2018_1480032__event_003""]",5,1,0.718751800064902,1,34,98,116,2,2,0
tokyo_80051_temporal_spatial,80051,temporal_spatial,34,5,"[""2018_1480056__event_001"",""2018_1480045__event_002"",""2018_1480050__event_001"",""2018_1480050__event_002"",""2018_1480027__event_003""]",5,1,0.714418061658922,1,34,98,116,2,1,1
tokyo_80415_relational_after,80415,relational_after,25,5,"[""2018_1485522__event_002"",""2018_1485522__event_003"",""2018_1485522__event_001"",""2018_1485496__event_002"",""2018_1485532__event_002""]",5,1,0.735173541259386,1,25,62,78,1,1,0
tokyo_80415_semantic,80415,semantic,25,5,"[""2018_1485473__event_002"",""2018_1485473__event_003"",""2018_1485473__event_001"",""2018_1485522__event_001"",""2018_1485514__event_002""]",5,1,0.739465826012318,1,25,62,78,1,1,0
tokyo_80415_temporal_spatial,80415,temporal_spatial,25,5,"[""2018_1485532__event_002"",""2018_1485536__event_002"",""2018_1485532__event_001"",""2018_1485496__event_002"",""2018_1485536__event_001""]",5,1,0.727404635502789,1,25,62,78,1,1,0
tokyo_80480_relational_after,80480,relational_after,38,5,"[""2018_1486542__event_001"",""2018_1486542__event_002"",""2018_1486537__event_004"",""2018_1486542__event_003"",""2018_1486523__event_001""]",5,1,0.73308597591177,1,38,84,116,1,1,0
tokyo_80480_semantic,80480,semantic,38,5,"[""2018_1486548__event_001"",""2018_1486540__event_003"",""2018_1486514__event_002"",""2018_1486537__event_004"",""2018_1486542__event_001""]",5,1,0.720910793534378,1,38,84,116,1,1,0
tokyo_80480_temporal_spatial,80480,temporal_spatial,38,5,"[""2018_1486544__event_002"",""2018_1486514__event_001"",""2018_1486537__event_002"",""2018_1486542__event_001"",""2018_1486551__event_002""]",5,1,0.739001279015322,1,38,84,116,1,1,0
tokyo_86988_relational_after,86988,relational_after,47,5,"[""2018_1596296__event_001"",""2018_1596296__event_002"",""2018_1596277__event_003"",""2018_1596283__event_002"",""2018_1596283__event_001""]",5,1,0.738469967645588,1,47,93,137,1,1,0
tokyo_86988_semantic,86988,semantic,47,5,"[""2018_1596327__event_005"",""2018_1596283__event_002"",""2018_1596283__event_001"",""2018_1596317__event_001"",""2018_1596327__event_001""]",5,1,0.738154280725488,1,47,93,137,1,1,0
tokyo_86988_temporal_spatial,86988,temporal_spatial,47,5,"[""2018_1596277__event_003"",""2018_1596283__event_002"",""2018_1596324__event_002"",""2018_1596284__event_002"",""2018_1596300__event_003""]",5,1,0.743756272389475,1,47,93,137,1,1,0
tokyo_87391_temporal_spatial,87391,temporal_spatial,20,5,"[""2018_1602172__event_001"",""2018_1602162__event_001"",""2018_1602172__event_002"",""2018_1602165__event_001"",""2018_1602164__event_002""]",5,1,0.725938156144368,1,20,42,57,1,1,0
tokyo_88625_relational_after,88625,relational_after,32,5,"[""2018_1619235__event_003"",""2018_1619225__event_003"",""2018_1619235__event_004"",""2018_1619225__event_002"",""2018_1619235__event_002""]",5,1,0.755193561226433,1,32,77,103,3,1,2
tokyo_88625_semantic,88625,semantic,32,5,"[""2018_1619218__event_002"",""2018_1619230__event_001"",""2018_1619234__event_002"",""2018_1619240__event_002"",""2018_1619236__event_001""]",5,1,0.724123010991392,1,32,77,103,3,2,1
tokyo_88625_temporal_spatial,88625,temporal_spatial,32,5,"[""2018_1619221__event_002"",""2018_1619240__event_001"",""2018_1619234__event_001"",""2018_1619222__event_001"",""2018_1619231__event_003""]",5,1,0.736699976168837,1,32,77,103,3,1,2
tokyo_88793_relational_after,88793,relational_after,50,5,"[""2018_1621573__event_002"",""2018_1621573__event_001"",""2018_1621582__event_001"",""2018_1621590__event_001"",""2018_1621566__event_002""]",5,1,0.719153037656629,1,50,124,160,4,2,2
tokyo_88793_semantic,88793,semantic,50,5,"[""2018_1621568__event_002"",""2018_1621568__event_001"",""2018_1621567__event_002"",""2018_1621562__event_004"",""2018_1621564__event_001""]",5,1,0.723925332900303,1,50,124,160,4,2,2
tokyo_88793_temporal_spatial,88793,temporal_spatial,50,5,"[""2018_1621582__event_002"",""2018_1621591__event_002"",""2018_1621582__event_001"",""2018_1621580__event_001"",""2018_1621573__event_002""]",5,1,0.717790490150585,1,50,124,160,4,2,2
