event_id,user_id,trail_id,venue_id,timestamp,name,venue_category,venue_city,address,previous_event_id,previous_place,next_event_id,next_place,is_high_memory_load,event_text
2018_3674442__event_002,325605,2018_3674442,88,2018-05-29 13:33:00,蔦屋書店,Bookstore,Hachiōji,みなみ野1-7-7,2018_3674442__event_001,アピナ 橋本店,,,True,"On May 29, 2018 at 13:33, the user visited 蔦屋書店, a Bookstore in Hachiōji. Address: みなみ野1-7-7. Previous place: アピナ 橋本店."
2018_3674443__event_001,325605,2018_3674443,35,2018-06-03 13:01:00,高尾駅 (Takao Sta.),Train Station,Hachiōji,高尾町/初沢町,,,2018_3674443__event_002,八王子みなみ野駅 (Hachiōjiminamino Sta.),True,"On June 3, 2018 at 13:01, the user visited 高尾駅 (Takao Sta.), a Train Station in Hachiōji. Address: 高尾町/初沢町. Next place: 八王子みなみ野駅 (Hachiōjiminamino Sta.)."
2018_3674443__event_002,325605,2018_3674443,25,2018-06-03 13:24:00,八王子みなみ野駅 (Hachiōjiminamino Sta.),Train Station,Hachiōji,みなみ野1-1-1,2018_3674443__event_001,高尾駅 (Takao Sta.),,,True,"On June 3, 2018 at 13:24, the user visited 八王子みなみ野駅 (Hachiōjiminamino Sta.), a Train Station in Hachiōji. Address: みなみ野1-1-1. Previous place: 高尾駅 (Takao Sta.)."
2018_3674444__event_001,325605,2018_3674444,433,2018-06-05 06:24:00,BOOKOFF 橋本津久井街道店,Used Bookstore,Hachiōji,緑区橋本8-27-7,,,2018_3674444__event_002,,True,"On June 5, 2018 at 06:24, the user visited BOOKOFF 橋本津久井街道店, a Used Bookstore in Hachiōji. Address: 緑区橋本8-27-7."
2018_3674444__event_002,325605,2018_3674444,4655,2018-06-05 13:32:00,,Home (private),Hachiōji,,2018_3674444__event_001,BOOKOFF 橋本津久井街道店,,,True,"On June 5, 2018 at 13:32, the user recorded a travel event. Category: Home (private). City: Hachiōji. Previous place: BOOKOFF 橋本津久井街道店."
2018_3674446__event_001,325605,2018_3674446,3361,2018-06-12 12:46:00,アピナ 橋本店,Arcade,Hachiōji,緑区西橋本5-1-1,,,2018_3674446__event_002,八王子みなみ野駅 (Hachiōjiminamino Sta.),True,"On June 12, 2018 at 12:46, the user visited アピナ 橋本店, a Arcade in Hachiōji. Address: 緑区西橋本5-1-1. Next place: 八王子みなみ野駅 (Hachiōjiminamino Sta.)."
2018_3674446__event_002,325605,2018_3674446,25,2018-06-12 14:21:00,八王子みなみ野駅 (Hachiōjiminamino Sta.),Train Station,Hachiōji,みなみ野1-1-1,2018_3674446__event_001,アピナ 橋本店,,,True,"On June 12, 2018 at 14:21, the user visited 八王子みなみ野駅 (Hachiōjiminamino Sta.), a Train Station in Hachiōji. Address: みなみ野1-1-1. Previous place: アピナ 橋本店."
2018_3674449__event_001,325605,2018_3674449,341,2018-06-22 04:19:00,日本工学院八王子専門学校,Trade School,Hachiōji,片倉町1404-1,,,2018_3674449__event_002,スーパー三和,True,"On June 22, 2018 at 04:19, the user visited 日本工学院八王子専門学校, a Trade School in Hachiōji. Address: 片倉町1404-1. Next place: スーパー三和."
2018_3674449__event_002,325605,2018_3674449,2002,2018-06-22 05:06:00,スーパー三和,Supermarket,Hachiōji,みなみ野1-8-1,2018_3674449__event_001,日本工学院八王子専門学校,,,True,"On June 22, 2018 at 05:06, the user visited スーパー三和, a Supermarket in Hachiōji. Address: みなみ野1-8-1. Previous place: 日本工学院八王子専門学校."
2018_3674452__event_001,325605,2018_3674452,4511,2018-06-27 06:51:00,雀荘 カルアンチ,Casino,Hachiōji,,,,2018_3674452__event_002,アピナ 橋本店,True,"On June 27, 2018 at 06:51, the user visited 雀荘 カルアンチ, a Casino in Hachiōji. Next place: アピナ 橋本店."
2018_3674452__event_002,325605,2018_3674452,3361,2018-06-27 07:40:00,アピナ 橋本店,Arcade,Hachiōji,緑区西橋本5-1-1,2018_3674452__event_001,雀荘 カルアンチ,,,True,"On June 27, 2018 at 07:40, the user visited アピナ 橋本店, a Arcade in Hachiōji. Address: 緑区西橋本5-1-1. Previous place: 雀荘 カルアンチ."
2018_3674454__event_001,325605,2018_3674454,3361,2018-07-24 12:44:00,アピナ 橋本店,Arcade,Hachiōji,緑区西橋本5-1-1,,,2018_3674454__event_002,アピナ 八王子みなみ野店,True,"On July 24, 2018 at 12:44, the user visited アピナ 橋本店, a Arcade in Hachiōji. Address: 緑区西橋本5-1-1. Next place: アピナ 八王子みなみ野店."
2018_3674454__event_002,325605,2018_3674454,1659,2018-07-24 14:01:00,アピナ 八王子みなみ野店,Arcade,Hachiōji,みなみ野1-2-1,2018_3674454__event_001,アピナ 橋本店,,,True,"On July 24, 2018 at 14:01, the user visited アピナ 八王子みなみ野店, a Arcade in Hachiōji. Address: みなみ野1-2-1. Previous place: アピナ 橋本店."
2018_3674455__event_001,325605,2018_3674455,11,2018-07-25 07:50:00,橋本駅 (Hashimoto Sta.),Train Station,Hachiōji,緑区橋本6/2,,,2018_3674455__event_002,アピナ 八王子みなみ野店,True,"On July 25, 2018 at 07:50, the user visited 橋本駅 (Hashimoto Sta.), a Train Station in Hachiōji. Address: 緑区橋本6/2. Next place: アピナ 八王子みなみ野店."
2018_3674455__event_002,325605,2018_3674455,1659,2018-07-25 13:04:00,アピナ 八王子みなみ野店,Arcade,Hachiōji,みなみ野1-2-1,2018_3674455__event_001,橋本駅 (Hashimoto Sta.),,,True,"On July 25, 2018 at 13:04, the user visited アピナ 八王子みなみ野店, a Arcade in Hachiōji. Address: みなみ野1-2-1. Previous place: 橋本駅 (Hashimoto Sta.)."
2018_3674458__event_001,325605,2018_3674458,154,2018-08-02 06:12:00,横濱家,Ramen Restaurant,Hachiōji,みなみ野2-15-10,,,2018_3674458__event_002,雀荘 カルアンチ,True,"On August 2, 2018 at 06:12, the user visited 横濱家, a Ramen Restaurant in Hachiōji. Address: みなみ野2-15-10. Next place: 雀荘 カルアンチ."
2018_3674458__event_002,325605,2018_3674458,4511,2018-08-02 06:59:00,雀荘 カルアンチ,Casino,Hachiōji,,2018_3674458__event_001,横濱家,2018_3674458__event_003,八王子駅 (Hachiōji Sta.),True,"On August 2, 2018 at 06:59, the user visited 雀荘 カルアンチ, a Casino in Hachiōji. Previous place: 横濱家. Next place: 八王子駅 (Hachiōji Sta.)."
2018_3674458__event_003,325605,2018_3674458,2,2018-08-02 10:07:00,八王子駅 (Hachiōji Sta.),Train Station,Hachiōji,旭町1-1,2018_3674458__event_002,雀荘 カルアンチ,2018_3674458__event_004,くら寿司,True,"On August 2, 2018 at 10:07, the user visited 八王子駅 (Hachiōji Sta.), a Train Station in Hachiōji. Address: 旭町1-1. Previous place: 雀荘 カルアンチ. Next place: くら寿司."
2018_3674458__event_004,325605,2018_3674458,413,2018-08-02 12:19:00,くら寿司,Sushi Restaurant,Hachiōji,椚田町579-5,2018_3674458__event_003,八王子駅 (Hachiōji Sta.),2018_3674458__event_005,雀荘 カルアンチ,True,"On August 2, 2018 at 12:19, the user visited くら寿司, a Sushi Restaurant in Hachiōji. Address: 椚田町579-5. Previous place: 八王子駅 (Hachiōji Sta.). Next place: 雀荘 カルアンチ."
2018_3674458__event_005,325605,2018_3674458,4511,2018-08-02 13:54:00,雀荘 カルアンチ,Casino,Hachiōji,,2018_3674458__event_004,くら寿司,,,True,"On August 2, 2018 at 13:54, the user visited 雀荘 カルアンチ, a Casino in Hachiōji. Previous place: くら寿司."
2018_3674460__event_001,325605,2018_3674460,3812,2018-08-26 17:15:00,竜泉寺の湯 八王子みなみ野店,Spa,Hachiōji,片倉町3505,,,2018_3674460__event_002,ミニストップ 八王子小比企町店,True,"On August 26, 2018 at 17:15, the user visited 竜泉寺の湯 八王子みなみ野店, a Spa in Hachiōji. Address: 片倉町3505. Next place: ミニストップ 八王子小比企町店."
2018_3674460__event_002,325605,2018_3674460,3130,2018-08-26 18:16:00,ミニストップ 八王子小比企町店,Convenience Store,Hachiōji,小比企町3500-4,2018_3674460__event_001,竜泉寺の湯 八王子みなみ野店,,,True,"On August 26, 2018 at 18:16, the user visited ミニストップ 八王子小比企町店, a Convenience Store in Hachiōji. Address: 小比企町3500-4. Previous place: 竜泉寺の湯 八王子みなみ野店."
2018_3674461__event_001,325605,2018_3674461,3756,2018-08-27 07:39:00,PIA 八王子,Casino,Hachiōji,旭町5-1,,,2018_3674461__event_002,らしんばん,True,"On August 27, 2018 at 07:39, the user visited PIA 八王子, a Casino in Hachiōji. Address: 旭町5-1. Next place: らしんばん."
2018_3674461__event_002,325605,2018_3674461,416,2018-08-27 08:01:00,らしんばん,Hobby Shop,Hachiōji,中町2-1,2018_3674461__event_001,PIA 八王子,,,True,"On August 27, 2018 at 08:01, the user visited らしんばん, a Hobby Shop in Hachiōji. Address: 中町2-1. Previous place: PIA 八王子."
2018_3674462__event_001,325605,2018_3674462,2,2018-09-01 02:16:00,八王子駅 (Hachiōji Sta.),Train Station,Hachiōji,旭町1-1,,,2018_3674462__event_002,京王八王子駅 (Keiō-hachiōji Sta.),True,"On September 1, 2018 at 02:16, the user visited 八王子駅 (Hachiōji Sta.), a Train Station in Hachiōji. Address: 旭町1-1. Next place: 京王八王子駅 (Keiō-hachiōji Sta.)."
2018_3674462__event_002,325605,2018_3674462,3,2018-09-01 02:23:00,京王八王子駅 (Keiō-hachiōji Sta.),Train Station,Hachiōji,明神町3-27-1,2018_3674462__event_001,八王子駅 (Hachiōji Sta.),,,True,"On September 1, 2018 at 02:23, the user visited 京王八王子駅 (Keiō-hachiōji Sta.), a Train Station in Hachiōji. Address: 明神町3-27-1. Previous place: 八王子駅 (Hachiōji Sta.)."
2018_3674463__event_001,325605,2018_3674463,416,2018-09-05 10:40:00,らしんばん,Hobby Shop,Hachiōji,中町2-1,,,2018_3674463__event_002,サイゼリヤ,True,"On September 5, 2018 at 10:40, the user visited らしんばん, a Hobby Shop in Hachiōji. Address: 中町2-1. Next place: サイゼリヤ."
2018_3674463__event_002,325605,2018_3674463,1342,2018-09-05 11:29:00,サイゼリヤ,Italian Restaurant,Hachiōji,旭町9-1,2018_3674463__event_001,らしんばん,2018_3674463__event_003,八王子みなみ野駅 (Hachiōjiminamino Sta.),True,"On September 5, 2018 at 11:29, the user visited サイゼリヤ, a Italian Restaurant in Hachiōji. Address: 旭町9-1. Previous place: らしんばん. Next place: 八王子みなみ野駅 (Hachiōjiminamino Sta.)."
2018_3674463__event_003,325605,2018_3674463,25,2018-09-05 12:24:00,八王子みなみ野駅 (Hachiōjiminamino Sta.),Train Station,Hachiōji,みなみ野1-1-1,2018_3674463__event_002,サイゼリヤ,,,True,"On September 5, 2018 at 12:24, the user visited 八王子みなみ野駅 (Hachiōjiminamino Sta.), a Train Station in Hachiōji. Address: みなみ野1-1-1. Previous place: サイゼリヤ."
2018_3674468__event_001,325605,2018_3674468,1010,2018-09-14 01:09:00,アニメイト,Hobby Shop,Hachiōji,旭町6-6,,,2018_3674468__event_002,サイゼリヤ,True,"On September 14, 2018 at 01:09, the user visited アニメイト, a Hobby Shop in Hachiōji. Address: 旭町6-6. Next place: サイゼリヤ."
2018_3674468__event_002,325605,2018_3674468,1017,2018-09-14 08:10:00,サイゼリヤ,Italian Restaurant,Hachiōji,みなみ野1-7-3,2018_3674468__event_001,アニメイト,,,True,"On September 14, 2018 at 08:10, the user visited サイゼリヤ, a Italian Restaurant in Hachiōji. Address: みなみ野1-7-3. Previous place: アニメイト."
2018_3674469__event_001,325605,2018_3674469,2,2018-09-16 10:59:00,八王子駅 (Hachiōji Sta.),Train Station,Hachiōji,旭町1-1,,,2018_3674469__event_002,八王子田田,True,"On September 16, 2018 at 10:59, the user visited 八王子駅 (Hachiōji Sta.), a Train Station in Hachiōji. Address: 旭町1-1. Next place: 八王子田田."
2018_3674469__event_002,325605,2018_3674469,2352,2018-09-16 11:08:00,八王子田田,Ramen Restaurant,Hachiōji,東町1-3,2018_3674469__event_001,八王子駅 (Hachiōji Sta.),2018_3674469__event_003,らしんばん,True,"On September 16, 2018 at 11:08, the user visited 八王子田田, a Ramen Restaurant in Hachiōji. Address: 東町1-3. Previous place: 八王子駅 (Hachiōji Sta.). Next place: らしんばん."
2018_3674469__event_003,325605,2018_3674469,416,2018-09-16 11:40:00,らしんばん,Hobby Shop,Hachiōji,中町2-1,2018_3674469__event_002,八王子田田,,,True,"On September 16, 2018 at 11:40, the user visited らしんばん, a Hobby Shop in Hachiōji. Address: 中町2-1. Previous place: 八王子田田."
2018_3674471__event_001,325605,2018_3674471,2,2018-09-17 14:11:00,八王子駅 (Hachiōji Sta.),Train Station,Hachiōji,旭町1-1,,,2018_3674471__event_002,八王子みなみ野駅 (Hachiōjiminamino Sta.),True,"On September 17, 2018 at 14:11, the user visited 八王子駅 (Hachiōji Sta.), a Train Station in Hachiōji. Address: 旭町1-1. Next place: 八王子みなみ野駅 (Hachiōjiminamino Sta.)."
2018_3674471__event_002,325605,2018_3674471,25,2018-09-17 14:21:00,八王子みなみ野駅 (Hachiōjiminamino Sta.),Train Station,Hachiōji,みなみ野1-1-1,2018_3674471__event_001,八王子駅 (Hachiōji Sta.),,,True,"On September 17, 2018 at 14:21, the user visited 八王子みなみ野駅 (Hachiōjiminamino Sta.), a Train Station in Hachiōji. Address: みなみ野1-1-1. Previous place: 八王子駅 (Hachiōji Sta.)."
2018_3674472__event_001,325605,2018_3674472,2,2018-09-20 08:09:00,八王子駅 (Hachiōji Sta.),Train Station,Hachiōji,旭町1-1,,,2018_3674472__event_002,八王子田田,True,"On September 20, 2018 at 08:09, the user visited 八王子駅 (Hachiōji Sta.), a Train Station in Hachiōji. Address: 旭町1-1. Next place: 八王子田田."
2018_3674472__event_002,325605,2018_3674472,2352,2018-09-20 08:20:00,八王子田田,Ramen Restaurant,Hachiōji,東町1-3,2018_3674472__event_001,八王子駅 (Hachiōji Sta.),,,True,"On September 20, 2018 at 08:20, the user visited 八王子田田, a Ramen Restaurant in Hachiōji. Address: 東町1-3. Previous place: 八王子駅 (Hachiōji Sta.)."
2018_3674476__event_001,325605,2018_3674476,3333,2018-09-26 07:57:00,講義棟C,Building,Hachiōji,片倉町1404-1,,,2018_3674476__event_002,片倉駅 (Katakura Sta.),True,"On September 26, 2018 at 07:57, the user visited 講義棟C, a Building in Hachiōji. Address: 片倉町1404-1. Next place: 片倉駅 (Katakura Sta.)."
2018_3674476__event_002,325605,2018_3674476,45,2018-09-26 10:18:00,片倉駅 (Katakura Sta.),Train Station,Hachiōji,片倉町718,2018_3674476__event_001,講義棟C,,,True,"On September 26, 2018 at 10:18, the user visited 片倉駅 (Katakura Sta.), a Train Station in Hachiōji. Address: 片倉町718. Previous place: 講義棟C."
2018_3674477__event_001,325605,2018_3674477,2,2018-09-27 08:26:00,八王子駅 (Hachiōji Sta.),Train Station,Hachiōji,旭町1-1,,,2018_3674477__event_002,中華食堂 一番館,True,"On September 27, 2018 at 08:26, the user visited 八王子駅 (Hachiōji Sta.), a Train Station in Hachiōji. Address: 旭町1-1. Next place: 中華食堂 一番館."
2018_3674477__event_002,325605,2018_3674477,4517,2018-09-27 10:57:00,中華食堂 一番館,Chinese Restaurant,Hachiōji,旭町8-6,2018_3674477__event_001,八王子駅 (Hachiōji Sta.),2018_3674477__event_003,らしんばん,True,"On September 27, 2018 at 10:57, the user visited 中華食堂 一番館, a Chinese Restaurant in Hachiōji. Address: 旭町8-6. Previous place: 八王子駅 (Hachiōji Sta.). Next place: らしんばん."
2018_3674477__event_003,325605,2018_3674477,416,2018-09-27 11:37:00,らしんばん,Hobby Shop,Hachiōji,中町2-1,2018_3674477__event_002,中華食堂 一番館,,,True,"On September 27, 2018 at 11:37, the user visited らしんばん, a Hobby Shop in Hachiōji. Address: 中町2-1. Previous place: 中華食堂 一番館."
2018_3674480__event_001,325605,2018_3674480,803,2018-10-03 10:53:00,フルコンプ 八王子本店,Hobby Shop,Hachiōji,中町1-3,,,2018_3674480__event_002,八王子駅 (Hachiōji Sta.),True,"On October 3, 2018 at 10:53, the user visited フルコンプ 八王子本店, a Hobby Shop in Hachiōji. Address: 中町1-3. Next place: 八王子駅 (Hachiōji Sta.)."
2018_3674480__event_002,325605,2018_3674480,2,2018-10-03 14:47:00,八王子駅 (Hachiōji Sta.),Train Station,Hachiōji,旭町1-1,2018_3674480__event_001,フルコンプ 八王子本店,2018_3674480__event_003,八王子みなみ野駅 (Hachiōjiminamino Sta.),True,"On October 3, 2018 at 14:47, the user visited 八王子駅 (Hachiōji Sta.), a Train Station in Hachiōji. Address: 旭町1-1. Previous place: フルコンプ 八王子本店. Next place: 八王子みなみ野駅 (Hachiōjiminamino Sta.)."
2018_3674480__event_003,325605,2018_3674480,25,2018-10-03 15:10:00,八王子みなみ野駅 (Hachiōjiminamino Sta.),Train Station,Hachiōji,みなみ野1-1-1,2018_3674480__event_002,八王子駅 (Hachiōji Sta.),,,True,"On October 3, 2018 at 15:10, the user visited 八王子みなみ野駅 (Hachiōjiminamino Sta.), a Train Station in Hachiōji. Address: みなみ野1-1-1. Previous place: 八王子駅 (Hachiōji Sta.)."
2018_3694430__event_001,328941,2018_3694430,2034,2018-05-26 05:17:00,まちだテクノパーク前 バス停,Bus Line,Hachiōji,"小山ヶ丘2-2,3-6",,,2018_3694430__event_002,多摩美術大学 八王子キャンパス,False,"On May 26, 2018 at 05:17, the user visited まちだテクノパーク前 バス停, a Bus Line in Hachiōji. Address: 小山ヶ丘2-2,3-6. Next place: 多摩美術大学 八王子キャンパス."
2018_3694430__event_002,328941,2018_3694430,40,2018-05-26 07:56:00,多摩美術大学 八王子キャンパス,University,Hachiōji,鑓水2-1723,2018_3694430__event_001,まちだテクノパーク前 バス停,,,False,"On May 26, 2018 at 07:56, the user visited 多摩美術大学 八王子キャンパス, a University in Hachiōji. Address: 鑓水2-1723. Previous place: まちだテクノパーク前 バス停."
2018_3694432__event_001,328941,2018_3694432,40,2018-06-08 05:23:00,多摩美術大学 八王子キャンパス,University,Hachiōji,鑓水2-1723,,,2018_3694432__event_002,ハッカースペース,False,"On June 8, 2018 at 05:23, the user visited 多摩美術大学 八王子キャンパス, a University in Hachiōji. Address: 鑓水2-1723. Next place: ハッカースペース."
2018_3694432__event_002,328941,2018_3694432,4687,2018-06-08 06:11:00,ハッカースペース,College Quad,Hachiōji,鑓水 2-1723,2018_3694432__event_001,多摩美術大学 八王子キャンパス,,,False,"On June 8, 2018 at 06:11, the user visited ハッカースペース, a College Quad in Hachiōji. Address: 鑓水 2-1723. Previous place: 多摩美術大学 八王子キャンパス."
2018_3694433__event_001,328941,2018_3694433,4687,2018-06-09 06:14:00,ハッカースペース,College Quad,Hachiōji,鑓水 2-1723,,,2018_3694433__event_002,MOVIX橋本,False,"On June 9, 2018 at 06:14, the user visited ハッカースペース, a College Quad in Hachiōji. Address: 鑓水 2-1723. Next place: MOVIX橋本."
2018_3694433__event_002,328941,2018_3694433,275,2018-06-09 09:48:00,MOVIX橋本,Multiplex,Hachiōji,緑区橋本3-3-1,2018_3694433__event_001,ハッカースペース,,,False,"On June 9, 2018 at 09:48, the user visited MOVIX橋本, a Multiplex in Hachiōji. Address: 緑区橋本3-3-1. Previous place: ハッカースペース."
2018_3694434__event_001,328941,2018_3694434,40,2018-06-13 04:11:00,多摩美術大学 八王子キャンパス,University,Hachiōji,鑓水2-1723,,,2018_3694434__event_002,ハッカースペース,False,"On June 13, 2018 at 04:11, the user visited 多摩美術大学 八王子キャンパス, a University in Hachiōji. Address: 鑓水2-1723. Next place: ハッカースペース."
2018_3694434__event_002,328941,2018_3694434,4687,2018-06-13 07:32:00,ハッカースペース,College Quad,Hachiōji,鑓水 2-1723,2018_3694434__event_001,多摩美術大学 八王子キャンパス,,,False,"On June 13, 2018 at 07:32, the user visited ハッカースペース, a College Quad in Hachiōji. Address: 鑓水 2-1723. Previous place: 多摩美術大学 八王子キャンパス."
2018_3694435__event_001,328941,2018_3694435,40,2018-06-16 03:52:00,多摩美術大学 八王子キャンパス,University,Hachiōji,鑓水2-1723,,,2018_3694435__event_002,まちだテクノパーク前 バス停,False,"On June 16, 2018 at 03:52, the user visited 多摩美術大学 八王子キャンパス, a University in Hachiōji. Address: 鑓水2-1723. Next place: まちだテクノパーク前 バス停."
2018_3694435__event_002,328941,2018_3694435,2034,2018-06-16 08:12:00,まちだテクノパーク前 バス停,Bus Line,Hachiōji,"小山ヶ丘2-2,3-6",2018_3694435__event_001,多摩美術大学 八王子キャンパス,,,False,"On June 16, 2018 at 08:12, the user visited まちだテクノパーク前 バス停, a Bus Line in Hachiōji. Address: 小山ヶ丘2-2,3-6. Previous place: 多摩美術大学 八王子キャンパス."
2018_3694436__event_001,328941,2018_3694436,188,2018-07-05 19:49:00,高尾山頂,Mountain,Hachiōji,高尾町,,,2018_3694436__event_002,高尾山口駅 (Takaosanguchi Sta.) (KO53),False,"On July 5, 2018 at 19:49, the user visited 高尾山頂, a Mountain in Hachiōji. Address: 高尾町. Next place: 高尾山口駅 (Takaosanguchi Sta.) (KO53)."
2018_3694436__event_002,328941,2018_3694436,63,2018-07-05 22:30:00,高尾山口駅 (Takaosanguchi Sta.) (KO53),Train Station,Hachiōji,高尾町2241,2018_3694436__event_001,高尾山頂,2018_3694436__event_003,JR 橋本駅 (JR Hashimoto Sta.),False,"On July 5, 2018 at 22:30, the user visited 高尾山口駅 (Takaosanguchi Sta.) (KO53), a Train Station in Hachiōji. Address: 高尾町2241. Previous place: 高尾山頂. Next place: JR 橋本駅 (JR Hashimoto Sta.)."
2018_3694436__event_003,328941,2018_3694436,1425,2018-07-05 23:42:00,JR 橋本駅 (JR Hashimoto Sta.),Train Station,Hachiōji,緑区橋本6-1-25,2018_3694436__event_002,高尾山口駅 (Takaosanguchi Sta.) (KO53),,,False,"On July 5, 2018 at 23:42, the user visited JR 橋本駅 (JR Hashimoto Sta.), a Train Station in Hachiōji. Address: 緑区橋本6-1-25. Previous place: 高尾山口駅 (Takaosanguchi Sta.) (KO53)."
2018_3694437__event_001,328941,2018_3694437,40,2018-07-07 03:15:00,多摩美術大学 八王子キャンパス,University,Hachiōji,鑓水2-1723,,,2018_3694437__event_002,ミウィ橋本,False,"On July 7, 2018 at 03:15, the user visited 多摩美術大学 八王子キャンパス, a University in Hachiōji. Address: 鑓水2-1723. Next place: ミウィ橋本."
2018_3694437__event_002,328941,2018_3694437,414,2018-07-07 10:47:00,ミウィ橋本,Shopping Mall,Hachiōji,緑区橋本3-28-1,2018_3694437__event_001,多摩美術大学 八王子キャンパス,,,False,"On July 7, 2018 at 10:47, the user visited ミウィ橋本, a Shopping Mall in Hachiōji. Address: 緑区橋本3-28-1. Previous place: 多摩美術大学 八王子キャンパス."
2018_3694438__event_001,328941,2018_3694438,1425,2018-07-08 05:25:00,JR 橋本駅 (JR Hashimoto Sta.),Train Station,Hachiōji,緑区橋本6-1-25,,,2018_3694438__event_002,カメラのキタムラ 相模原・イオン橋本店,False,"On July 8, 2018 at 05:25, the user visited JR 橋本駅 (JR Hashimoto Sta.), a Train Station in Hachiōji. Address: 緑区橋本6-1-25. Next place: カメラのキタムラ 相模原・イオン橋本店."
2018_3694438__event_002,328941,2018_3694438,1327,2018-07-08 07:28:00,カメラのキタムラ 相模原・イオン橋本店,Photography Lab,Hachiōji,緑区橋本6-2-1,2018_3694438__event_001,JR 橋本駅 (JR Hashimoto Sta.),,,False,"On July 8, 2018 at 07:28, the user visited カメラのキタムラ 相模原・イオン橋本店, a Photography Lab in Hachiōji. Address: 緑区橋本6-2-1. Previous place: JR 橋本駅 (JR Hashimoto Sta.)."
2018_3694439__event_001,328941,2018_3694439,191,2018-07-13 05:51:00,京王 橋本駅 (KO45),Train Station,Hachiōji,緑区橋本2-3-2,,,2018_3694439__event_002,アリオ橋本,False,"On July 13, 2018 at 05:51, the user visited 京王 橋本駅 (KO45), a Train Station in Hachiōji. Address: 緑区橋本2-3-2. Next place: アリオ橋本."
2018_3694439__event_002,328941,2018_3694439,1281,2018-07-13 12:03:00,アリオ橋本,Shopping Mall,Hachiōji,緑区大山町1-22,2018_3694439__event_001,京王 橋本駅 (KO45),,,False,"On July 13, 2018 at 12:03, the user visited アリオ橋本, a Shopping Mall in Hachiōji. Address: 緑区大山町1-22. Previous place: 京王 橋本駅 (KO45)."
2018_3694440__event_001,328941,2018_3694440,40,2018-07-19 05:20:00,多摩美術大学 八王子キャンパス,University,Hachiōji,鑓水2-1723,,,2018_3694440__event_002,三ツ目山公園,False,"On July 19, 2018 at 05:20, the user visited 多摩美術大学 八王子キャンパス, a University in Hachiōji. Address: 鑓水2-1723. Next place: 三ツ目山公園."
2018_3694440__event_002,328941,2018_3694440,2247,2018-07-19 13:07:00,三ツ目山公園,Park,Hachiōji,小山町3593,2018_3694440__event_001,多摩美術大学 八王子キャンパス,,,False,"On July 19, 2018 at 13:07, the user visited 三ツ目山公園, a Park in Hachiōji. Address: 小山町3593. Previous place: 多摩美術大学 八王子キャンパス."
2018_3694443__event_001,328941,2018_3694443,127,2018-07-23 00:20:00,イオン 橋本店,Supermarket,Hachiōji,緑区橋本6-2-1,,,2018_3694443__event_002,多摩美術大学 八王子キャンパス,False,"On July 23, 2018 at 00:20, the user visited イオン 橋本店, a Supermarket in Hachiōji. Address: 緑区橋本6-2-1. Next place: 多摩美術大学 八王子キャンパス."
2018_3694443__event_002,328941,2018_3694443,40,2018-07-23 00:35:00,多摩美術大学 八王子キャンパス,University,Hachiōji,鑓水2-1723,2018_3694443__event_001,イオン 橋本店,,,False,"On July 23, 2018 at 00:35, the user visited 多摩美術大学 八王子キャンパス, a University in Hachiōji. Address: 鑓水2-1723. Previous place: イオン 橋本店."
2018_3757162__event_001,339444,2018_3757162,20,2018-04-06 08:55:00,小平駅 (Kodaira Sta.)(SS19),Train Station,Higashimurayama,美園町1-34-1,,,2018_3757162__event_002,Tam Tam,False,"On April 6, 2018 at 08:55, the user visited 小平駅 (Kodaira Sta.)(SS19), a Train Station in Higashimurayama. Address: 美園町1-34-1. Next place: Tam Tam."
2018_3757162__event_002,339444,2018_3757162,4614,2018-04-06 10:39:00,Tam Tam,Bar,Higashimurayama,美園町1-18-3,2018_3757162__event_001,小平駅 (Kodaira Sta.)(SS19),2018_3757162__event_003,,False,"On April 6, 2018 at 10:39, the user visited Tam Tam, a Bar in Higashimurayama. Address: 美園町1-18-3. Previous place: 小平駅 (Kodaira Sta.)(SS19)."
2018_3757162__event_003,339444,2018_3757162,4623,2018-04-06 13:53:00,,Home (private),Higashimurayama,,2018_3757162__event_002,Tam Tam,,,False,"On April 6, 2018 at 13:53, the user recorded a travel event. Category: Home (private). City: Higashimurayama. Previous place: Tam Tam."
2018_3757163__event_001,339444,2018_3757163,4614,2018-04-07 09:52:00,Tam Tam,Bar,Higashimurayama,美園町1-18-3,,,2018_3757163__event_002,,False,"On April 7, 2018 at 09:52, the user visited Tam Tam, a Bar in Higashimurayama. Address: 美園町1-18-3."
2018_3757163__event_002,339444,2018_3757163,4623,2018-04-07 15:26:00,,Home (private),Higashimurayama,,2018_3757163__event_001,Tam Tam,,,False,"On April 7, 2018 at 15:26, the user recorded a travel event. Category: Home (private). City: Higashimurayama. Previous place: Tam Tam."
2018_3757164__event_001,339444,2018_3757164,4614,2018-04-10 10:24:00,Tam Tam,Bar,Higashimurayama,美園町1-18-3,,,2018_3757164__event_002,,False,"On April 10, 2018 at 10:24, the user visited Tam Tam, a Bar in Higashimurayama. Address: 美園町1-18-3."
2018_3757164__event_002,339444,2018_3757164,4623,2018-04-10 15:52:00,,Home (private),Higashimurayama,,2018_3757164__event_001,Tam Tam,,,False,"On April 10, 2018 at 15:52, the user recorded a travel event. Category: Home (private). City: Higashimurayama. Previous place: Tam Tam."
